email,group,last_name,first_name,student_id
s220170@stud.spmi.ru,ЭХТ-22-1,Ширяев,Андрей Андреевич,220170
s220022@stud.spmi.ru,ЭХТ-22-1,Ширяев,Андрей Михайлович,220022
s220171@stud.spmi.ru,ЭХТ-22-1,Ямлиханова,Карина Алексеевна,220171
s220023@stud.spmi.ru,ЭХТ-22-1,Ямлиханова,Карина Петровна,220023
s220025@stud.spmi.ru,ЭХТ-22-2,Анисимов,Геннадий Андреевич,220025
s220173@stud.spmi.ru,ЭХТ-22-2,Анисимов,Геннадий Иванович,220173
s220026@stud.spmi.ru,ЭХТ-22-2,Бородин,Дмитрий Алексеевич,220026
s220174@stud.spmi.ru,ЭХТ-22-2,Бородин,Дмитрий Николаевич,220174
s220027@stud.spmi.ru,ЭХТ-22-2,Бородин,Тимофей Дмитриевич,220027
s220175@stud.spmi.ru,ЭХТ-22-2,Бородин,Тимофей Михайлович,220175
s220028@stud.spmi.ru,ЭХТ-22-2,Галин,Дамир Иванович,220028
s220176@stud.spmi.ru,ЭХТ-22-2,Галин,Дамир Петрович,220176
s220029@stud.spmi.ru,ЭХТ-22-2,Густов,Михаил Николаевич,220029
s220177@stud.spmi.ru,ЭХТ-22-2,Густов,Михаил Сергеевич,220177
s220178@stud.spmi.ru,ЭХТ-22-2,Давлетов,Генрих Андреевич,220178
s220030@stud.spmi.ru,ЭХТ-22-2,Давлетов,Генрих Михайлович,220030
s220179@stud.spmi.ru,ЭХТ-22-2,Канаев,Никита Алексеевич,220179
s220031@stud.spmi.ru,ЭХТ-22-2,Канаев,Никита Петрович,220031
s220050@stud.spmi.ru,ЭХТ-22-2,Караев,Сулейман Алексеевич,220050
s220198@stud.spmi.ru,ЭХТ-22-2,Караев,Сулейман Николаевич,220198
s220180@stud.spmi.ru,ЭХТ-22-2,Кожемякина,Софья Дмитриевна,220180
s220032@stud.spmi.ru,ЭХТ-22-2,Кожемякина,Софья Сергеевна,220032
s220033@stud.spmi.ru,ЭХТ-22-2,Кулаков,Иван Андреевич,220033
s220181@stud.spmi.ru,ЭХТ-22-2,Кулаков,Иван Иванович,220181
s220034@stud.spmi.ru,ЭХТ-22-2,Лещев,Даниил Алексеевич,220034
s220182@stud.spmi.ru,ЭХТ-22-2,Лещев,Даниил Николаевич,220182
s220035@stud.spmi.ru,ЭХТ-22-2,Лунев,Егор Дмитриевич,220035
s220183@stud.spmi.ru,ЭХТ-22-2,Лунев,Егор Михайлович,220183
s220195@stud.spmi.ru,ЭХТ-22-2,Мадыганов,Бекнур Алексеевич,220195
s220047@stud.spmi.ru,ЭХТ-22-2,Мадыганов,Бекнур Петрович,220047
s220196@stud.spmi.ru,ЭХТ-22-2,Мадыганов,Бектур Дмитриевич,220196
s220048@stud.spmi.ru,ЭХТ-22-2,Мадыганов,Бектур Сергеевич,220048
s220036@stud.spmi.ru,ЭХТ-22-2,Малинин,Павел Иванович,220036
s220184@stud.spmi.ru,ЭХТ-22-2,Малинин,Павел Петрович,220184
s220049@stud.spmi.ru,ЭХТ-22-2,Нудько,Ксения Андреевич,220049
s220197@stud.spmi.ru,ЭХТ-22-2,Нудько,Ксения Иванович,220197
s220037@stud.spmi.ru,ЭХТ-22-2,Орлов,Сергей Николаевич,220037
s220185@stud.spmi.ru,ЭХТ-22-2,Орлов,Сергей Сергеевич,220185
s220186@stud.spmi.ru,ЭХТ-22-2,Паршуков,Иван Андреевич,220186
s220038@stud.spmi.ru,ЭХТ-22-2,Паршуков,Иван Михайлович,220038
s220187@stud.spmi.ru,ЭХТ-22-2,Попов,Даниил Алексеевич,220187
s220039@stud.spmi.ru,ЭХТ-22-2,Попов,Даниил Петрович,220039
s220188@stud.spmi.ru,ЭХТ-22-2,Савченко,Влада Дмитриевна,220188
s220040@stud.spmi.ru,ЭХТ-22-2,Савченко,Влада Сергеевна,220040
s220041@stud.spmi.ru,ЭХТ-22-2,Тиханкова,Виктория Андреевна,220041
s220189@stud.spmi.ru,ЭХТ-22-2,Тиханкова,Виктория Ивановна,220189
s220042@stud.spmi.ru,ЭХТ-22-2,Федорова,Алина Алексеевна,220042
s220190@stud.spmi.ru,ЭХТ-22-2,Федорова,Алина Николаевна,220190
s220043@stud.spmi.ru,ЭХТ-22-2,Флигинский,Михаил Дмитриевич,220043
s220191@stud.spmi.ru,ЭХТ-22-2,Флигинский,Михаил Михайлович,220191
s220044@stud.spmi.ru,ЭХТ-22-2,Хамзин,Марат Иванович,220044
s220192@stud.spmi.ru,ЭХТ-22-2,Хамзин,Марат Петрович,220192
s220045@stud.spmi.ru,ЭХТ-22-2,Хлопушина,Полина Николаевна,220045
s220193@stud.spmi.ru,ЭХТ-22-2,Хлопушина,Полина Сергеевна,220193
s220194@stud.spmi.ru,ЭХТ-22-2,Чеботков,Александр Андреевич,220194
s220046@stud.spmi.ru,ЭХТ-22-2,Чеботков,Александр Михайлович,220046
